SampleID	Cytokine	value	region
DF59	MCP.1	111.46	Plasma
DERX	MCP.1	63.23	Plasma
JAL	MCP.1	138.59	Plasma
ZF36	MCP.1	91.14	Plasma
M1522	MCP.1	111.46	Plasma
A6V084	MCP.1	72.38	Plasma
MA5	MCP.1	84.85	Plasma
MLB	MCP.1	154.27	Plasma
DECG	MCP.1	85.86	Plasma
M1520	MCP.1	59.86	Plasma
ZE88	MCP.1	55.36	Plasma
DF11	MCP.1	138.04	Plasma
M47	MCP.1	126.7	Plasma
X35	MCP.1	95.75	Plasma
R32	MCP.1	142.02	Plasma
T19	MCP.1	78.74	Plasma
PH0692	MCP.1	120.98	Plasma
Animal.99R1458	MCP.1	127.49	Plasma
Animal.98P009	MCP.1	46.31	Plasma
Animal.1087	MCP.1	71.87	Plasma
M1418	MCP.1	68.29	Plasma
RQ6713	MCP.1	61.52	Plasma
RQ6687	MCP.1	73.52	Plasma
T75	MCP.1	11.2677342284004	Plasma
X19	MCP.1	140.7	Plasma
T51	MCP.1	10.526679484821	Plasma
IA66.7.mos	MCP.1	53.5	Plasma
KF35.7.mos	MCP.1	45.31	Plasma
KG04.7.mos	MCP.1	41.52	Plasma
KG56.7.mos	MCP.1	38.93	Plasma
KT85.7.mos	MCP.1	56.98	Plasma
JL80	MCP.1	108.48	Plasma
JT67	MCP.1	128.21	Plasma
KB32	MCP.1	55.22	Plasma
KC93	MCP.1	54.58	Plasma
KF04	MCP.1	79.28	Plasma
KI63	MCP.1	93.24	Plasma
KA87	MCP.1	124.34	Plasma
KC07	MCP.1	64.21	Plasma
JF27	MCP.1	67.43	Plasma
JF82	MCP.1	56.03	Plasma
JM03	MCP.1	49.63	Plasma
JN22	MCP.1	56.29	Plasma
JP70	MCP.1	46.93	Plasma
JT22	MCP.1	124.63	Plasma
JT94	MCP.1	73.27	Plasma
JI14	MCP.1	80.89	Plasma
JJ55	MCP.1	55.45	Plasma
CK62	MCP.1	76.14	Plasma
DD23	MCP.1	54.93	Plasma
EF54	MCP.1	81.94	Plasma
DF53	MCP.1	50.28	Plasma
CM82	MCP.1	53.51	Plasma
CR98	MCP.1	49.87	Plasma
DB57	MCP.1	46.07	Plasma
CE15	MCP.1	81.94	Plasma
DB59	MCP.1	66.98	Plasma
IK28	MCP.1	50.07	Plasma
EB25	MCP.1	89.83	Plasma
EA49	MCP.1	36.41	Plasma
EC72	MCP.1	59.71	Plasma
M148.d0	MCP.1	63.64	Plasma
P081.d0	MCP.1	30.3	Plasma
M148.d31	MCP.1	241.2	Plasma
P081.d31	MCP.1	130.39	Plasma
AH74.d48	MCP.1	28.65	Plasma
DI57.d48	MCP.1	34.75	Plasma
T657.d48	MCP.1	44.32	Plasma
P519.d48	MCP.1	48.28	Plasma
AH74.d0	MCP.1	41.69	Plasma
DI57.d0	MCP.1	59.82	Plasma
T657.d0	MCP.1	93.24	Plasma
P519.d0	MCP.1	44.14	Plasma
IA66.d0	MIG	0.18	Plasma
KF35.d0	MIG	0.74	Plasma
KG04.d0	MIG	0.0119046708457062	Plasma
KG56.d0	MIG	0.00536099459438851	Plasma
KT85.d0	MIG	0.00011434462278336	Plasma
KV82.d0	MIG	0.0148086299006501	Plasma
IA66.d35	MIG	42.62	Plasma
KF35.d35	MIG	15.43	Plasma
KG04.d35	MIG	35.67	Plasma
KG56.d35	MIG	49.06	Plasma
KT85.d35	MIG	25.92	Plasma
KV82.d35	MIG	41.98	Plasma
IA66.d125	MIG	0.00709593473486337	Plasma
KF35.d97	MIG	4.51	Plasma
KG04.d125	MIG	0.00189219612562694	Plasma
KG56.d125	MIG	0.00585188218372878	Plasma
KT85.d125	MIG	0.000807649727897673	Plasma
KV82.d125	MIG	0.00415783330455755	Plasma
IA66.10.mos	MIG	0.0195504588218366	Plasma
KF35.10.mos	MIG	0.93	Plasma
KG04.10.mos	MIG	0.0159736941961665	Plasma
KG56.10.mos	MIG	0.00637992054435628	Plasma
KT85.10.mos	MIG	0.000595127992825379	Plasma
KV82.10.mos	MIG	0.00297261246248434	Plasma
MRN	MIG	0.000448246508570397	Plasma
M87	MIG	0.0122637765821826	Plasma
DF59	MIG	2.94133279256301e-05	Plasma
DERX	MIG	0.0101291422965511	Plasma
JAL	MIG	0.000517495240379389	Plasma
ZF36	MIG	32.56	Plasma
M1522	MIG	0.000152412440821544	Plasma
A6V084	MIG	0.00182261831699869	Plasma
MA5	MIG	1.61	Plasma
MLB	MIG	62.69	Plasma
DECG	MIG	0.000348029505297101	Plasma
M1520	MIG	0.000974386041433982	Plasma
ZE88	MIG	17.01	Plasma
DF11	MIG	0.00663750854775186	Plasma
M47	MIG	43.66	Plasma
X35	MIG	0.0008127860178707	Plasma
R32	MIG	23.89	Plasma
T19	MIG	1.83385569949746e-06	Plasma
PH0692	MIG	7.88538859444562e-05	Plasma
Animal.99R1458	MIG	7.81187737061285e-05	Plasma
Animal.98P009	MIG	0.0171304878227023	Plasma
Animal.1087	MIG	8.78766346122536e-07	Plasma
M1418	MIG	2.67372378686847e-07	Plasma
RQ6713	MIG	1.91389748865258e-07	Plasma
RQ6687	MIG	2.39048340037463e-05	Plasma
T75	MIG	0.00788798944083207	Plasma
X19	MIG	0.00748878031005386	Plasma
T51	MIG	0.00391766171889452	Plasma
IA66.7.mos	MIG	0.000550076461344991	Plasma
KF35.7.mos	MIG	0.00589247560908109	Plasma
KG04.7.mos	MIG	0.000735240690654616	Plasma
KG56.7.mos	MIG	0.0019758541987744	Plasma
KT85.7.mos	MIG	0.00410682831757063	Plasma
JL80	MIG	0.0188742878910278	Plasma
JT67	MIG	8.37	Plasma
KB32	MIG	8.37	Plasma
KC93	MIG	3.31	Plasma
KF04	MIG	7.23	Plasma
KI63	MIG	2.95	Plasma
KA87	MIG	62.68	Plasma
KC07	MIG	0.000391174634569284	Plasma
JF27	MIG	0.0158750045168964	Plasma
JF82	MIG	0.000801840839938493	Plasma
JM03	MIG	0.02	Plasma
JN22	MIG	0.00923380561789603	Plasma
JP70	MIG	0.000222045534861607	Plasma
JT22	MIG	2.67	Plasma
JT94	MIG	36.39	Plasma
JI14	MIG	0.0122099437564573	Plasma
JJ55	MIG	0.72	Plasma
CK62	MIG	0.00180557508690223	Plasma
DD23	MIG	3.85	Plasma
EF54	MIG	0.00133007820424591	Plasma
DF53	MIG	9.42	Plasma
CM82	MIG	3.04	Plasma
CR98	MIG	9.5	Plasma
DB57	MIG	9.42	Plasma
CE15	MIG	3.76	Plasma
DB59	MIG	351.92	Plasma
IK28	MIG	0.00108525401093402	Plasma
EB25	MIG	0.91	Plasma
EA49	MIG	0.0042510245502001	Plasma
EC72	MIG	0.23	Plasma
M148.d0	MIG	0.0164653073446891	Plasma
P081.d0	MIG	0.23	Plasma
M148.d31	MIG	99.51	Plasma
P081.d31	MIG	18.97	Plasma
AH74.d48	MIG	0.81	Plasma
DI57.d48	MIG	0.00346637212479271	Plasma
T657.d48	MIG	9.59	Plasma
P519.d48	MIG	0.0134241268349489	Plasma
AH74.d0	MIG	0.010414301597456	Plasma
DI57.d0	MIG	0.0116257762186567	Plasma
T657.d0	MIG	3.31	Plasma
P519.d0	MIG	0.000160754504083525	Plasma
IA66.d0	MIP.1.alpha	0.0968237970534715	Plasma
KF35.d0	MIP.1.alpha	1.06691118964983	Plasma
KG04.d0	MIP.1.alpha	1.26757739290119	Plasma
KG56.d0	MIP.1.alpha	6.14	Plasma
KT85.d0	MIP.1.alpha	0.0793922031948091	Plasma
KV82.d0	MIP.1.alpha	0.0532511279127118	Plasma
IA66.d35	MIP.1.alpha	67.28	Plasma
KF35.d35	MIP.1.alpha	27.47	Plasma
KG04.d35	MIP.1.alpha	1.28349506275678	Plasma
KG56.d35	MIP.1.alpha	5.89	Plasma
KT85.d35	MIP.1.alpha	57.8	Plasma
KV82.d35	MIP.1.alpha	1.46382653819561	Plasma
IA66.d125	MIP.1.alpha	0.161135468585941	Plasma
KF35.d97	MIP.1.alpha	2.23	Plasma
KG04.d125	MIP.1.alpha	1.11904831747586	Plasma
KG56.d125	MIP.1.alpha	10.89	Plasma
KT85.d125	MIP.1.alpha	0.0207824003566695	Plasma
KV82.d125	MIP.1.alpha	0.135017952144978	Plasma
IA66.10.mos	MIP.1.alpha	0.212227208449733	Plasma
KF35.10.mos	MIP.1.alpha	1.4260192841434	Plasma
KG04.10.mos	MIP.1.alpha	1.15158532702961	Plasma
KG56.10.mos	MIP.1.alpha	10.89	Plasma
KT85.10.mos	MIP.1.alpha	0.0842750182263608	Plasma
KV82.10.mos	MIP.1.alpha	0.121491680607494	Plasma
MRN	MIP.1.alpha	0.889763225715114	Plasma
M87	MIP.1.alpha	0.495019141102096	Plasma
DF59	MIP.1.alpha	1.46220922257894	Plasma
DERX	MIP.1.alpha	0.408615312001149	Plasma
JAL	MIP.1.alpha	2.87	Plasma
ZF36	MIP.1.alpha	11.56	Plasma
M1522	MIP.1.alpha	4.44	Plasma
A6V084	MIP.1.alpha	26.73	Plasma
MA5	MIP.1.alpha	0.476492455647922	Plasma
MLB	MIP.1.alpha	22.24	Plasma
DECG	MIP.1.alpha	0.406782464660794	Plasma
M1520	MIP.1.alpha	13.07	Plasma
ZE88	MIP.1.alpha	3.12	Plasma
DF11	MIP.1.alpha	0.74115302100454	Plasma
M47	MIP.1.alpha	15.75	Plasma
X35	MIP.1.alpha	20.42	Plasma
R32	MIP.1.alpha	12.53	Plasma
T19	MIP.1.alpha	0.0375042625610497	Plasma
PH0692	MIP.1.alpha	0.838990445866187	Plasma
Animal.99R1458	MIP.1.alpha	0.0657777276764373	Plasma
Animal.98P009	MIP.1.alpha	4.12	Plasma
Animal.1087	MIP.1.alpha	0.164330554094402	Plasma
M1418	MIP.1.alpha	3.75	Plasma
RQ6713	MIP.1.alpha	0.779456340205564	Plasma
RQ6687	MIP.1.alpha	0.090550524732369	Plasma
T75	MIP.1.alpha	1.30431199760789	Plasma
X19	MIP.1.alpha	0.517755430213621	Plasma
T51	MIP.1.alpha	0.182338049951216	Plasma
IA66.7.mos	MIP.1.alpha	0.183959341963988	Plasma
KF35.7.mos	MIP.1.alpha	61.9699999999999	Plasma
KG04.7.mos	MIP.1.alpha	1.12319335972096	Plasma
KG56.7.mos	MIP.1.alpha	21.44	Plasma
KT85.7.mos	MIP.1.alpha	0.45942585879206	Plasma
JL80	MIP.1.alpha	0.460675408510848	Plasma
JT67	MIP.1.alpha	1.21072522651674	Plasma
KB32	MIP.1.alpha	0.992066610416347	Plasma
KC93	MIP.1.alpha	0.090009391061309	Plasma
KF04	MIP.1.alpha	0.758876855302696	Plasma
KI63	MIP.1.alpha	0.855430507826863	Plasma
KA87	MIP.1.alpha	1.47313295425626	Plasma
KC07	MIP.1.alpha	0.491438580905304	Plasma
JF27	MIP.1.alpha	0.028570584665216	Plasma
JF82	MIP.1.alpha	0.00521370363084072	Plasma
JM03	MIP.1.alpha	0.00129797341389002	Plasma
JN22	MIP.1.alpha	0.484910003160257	Plasma
JP70	MIP.1.alpha	8.78983128571061e-05	Plasma
JT22	MIP.1.alpha	0.0898775034889428	Plasma
JT94	MIP.1.alpha	12.09	Plasma
JI14	MIP.1.alpha	0.120553379109449	Plasma
JJ55	MIP.1.alpha	8	Plasma
CK62	MIP.1.alpha	0.000298454976889162	Plasma
DD23	MIP.1.alpha	0.815696917831111	Plasma
EF54	MIP.1.alpha	9.32	Plasma
DF53	MIP.1.alpha	0.566044715990806	Plasma
CM82	MIP.1.alpha	16.63	Plasma
CR98	MIP.1.alpha	0.994624669534856	Plasma
DB57	MIP.1.alpha	1.24612711228213	Plasma
CE15	MIP.1.alpha	0.352050252536223	Plasma
DB59	MIP.1.alpha	2.16	Plasma
IK28	MIP.1.alpha	0.470716083028666	Plasma
EB25	MIP.1.alpha	0.0940009588191363	Plasma
EA49	MIP.1.alpha	15.27	Plasma
EC72	MIP.1.alpha	0.55491068860304	Plasma
M148.d0	MIP.1.alpha	0.783524427947419	Plasma
P081.d0	MIP.1.alpha	0.0415413558522342	Plasma
M148.d31	MIP.1.alpha	18.57	Plasma
P081.d31	MIP.1.alpha	1.51	Plasma
AH74.d48	MIP.1.alpha	1.21012620557832	Plasma
DI57.d48	MIP.1.alpha	0.393963930142229	Plasma
T657.d48	MIP.1.alpha	0.850741363572583	Plasma
P519.d48	MIP.1.alpha	0.0790794153728887	Plasma
AH74.d0	MIP.1.alpha	0.863837599797321	Plasma
DI57.d0	MIP.1.alpha	0.422432094059596	Plasma
T657.d0	MIP.1.alpha	0.726064212964883	Plasma
P519.d0	MIP.1.alpha	0.027944258969397	Plasma
IA66.d0	MIP.1.beta	53.69	Plasma
KF35.d0	MIP.1.beta	31.42	Plasma
KG04.d0	MIP.1.beta	48.55	Plasma
KG56.d0	MIP.1.beta	45.23	Plasma
KT85.d0	MIP.1.beta	49.79	Plasma
KV82.d0	MIP.1.beta	41.63	Plasma
IA66.d35	MIP.1.beta	110.82	Plasma
KF35.d35	MIP.1.beta	64.41	Plasma
KG04.d35	MIP.1.beta	158.2	Plasma
KG56.d35	MIP.1.beta	62.39	Plasma
KT85.d35	MIP.1.beta	97.31	Plasma
KV82.d35	MIP.1.beta	75.35	Plasma
IA66.d125	MIP.1.beta	14.68	Plasma
KF35.d97	MIP.1.beta	36.82	Plasma
KG04.d125	MIP.1.beta	17.56	Plasma
KG56.d125	MIP.1.beta	32.25	Plasma
KT85.d125	MIP.1.beta	59.85	Plasma
KV82.d125	MIP.1.beta	66.45	Plasma
IA66.10.mos	MIP.1.beta	53.34	Plasma
KF35.10.mos	MIP.1.beta	23.37	Plasma
KG04.10.mos	MIP.1.beta	28.76	Plasma
KG56.10.mos	MIP.1.beta	33.45	Plasma
KT85.10.mos	MIP.1.beta	34.38	Plasma
KV82.10.mos	MIP.1.beta	39.16	Plasma
MRN	MIP.1.beta	0.312837638211241	Plasma
M87	MIP.1.beta	1.621594414883	Plasma
DF59	MIP.1.beta	1.26527649819435	Plasma
DERX	MIP.1.beta	1.87702151045056	Plasma
JAL	MIP.1.beta	1.32167653179438	Plasma
ZF36	MIP.1.beta	44.93	Plasma
M1522	MIP.1.beta	0.462941489393361	Plasma
A6V084	MIP.1.beta	1.69476173827471	Plasma
MA5	MIP.1.beta	1.9531269122901	Plasma
MLB	MIP.1.beta	68.3	Plasma
DECG	MIP.1.beta	1.6343936038432	Plasma
M1520	MIP.1.beta	0.744883965116561	Plasma
ZE88	MIP.1.beta	20.53	Plasma
DF11	MIP.1.beta	14.43	Plasma
M47	MIP.1.beta	61.68	Plasma
X35	MIP.1.beta	0.940416226917163	Plasma
R32	MIP.1.beta	39.09	Plasma
T19	MIP.1.beta	0.157909972037686	Plasma
PH0692	MIP.1.beta	0.22823909886878	Plasma
Animal.99R1458	MIP.1.beta	1.5723448666961	Plasma
Animal.98P009	MIP.1.beta	1.13989909321431	Plasma
Animal.1087	MIP.1.beta	0.00350990810030709	Plasma
M1418	MIP.1.beta	0.0349170416154568	Plasma
RQ6713	MIP.1.beta	0.0141836243084382	Plasma
RQ6687	MIP.1.beta	0.0581603213943246	Plasma
T75	MIP.1.beta	47.71	Plasma
X19	MIP.1.beta	17.81	Plasma
T51	MIP.1.beta	129.11	Plasma
IA66.7.mos	MIP.1.beta	53.89	Plasma
KF35.7.mos	MIP.1.beta	44.93	Plasma
KG04.7.mos	MIP.1.beta	21.37	Plasma
KG56.7.mos	MIP.1.beta	51.07	Plasma
KT85.7.mos	MIP.1.beta	76.08	Plasma
JL80	MIP.1.beta	29.19	Plasma
JT67	MIP.1.beta	21.33	Plasma
KB32	MIP.1.beta	29.12	Plasma
KC93	MIP.1.beta	29.12	Plasma
KF04	MIP.1.beta	3.82	Plasma
KI63	MIP.1.beta	36.61	Plasma
KA87	MIP.1.beta	90.11	Plasma
KC07	MIP.1.beta	52.82	Plasma
JF27	MIP.1.beta	21.15	Plasma
JF82	MIP.1.beta	31.57	Plasma
JM03	MIP.1.beta	16.78	Plasma
JN22	MIP.1.beta	22.1	Plasma
JP70	MIP.1.beta	50.05	Plasma
JT22	MIP.1.beta	23.69	Plasma
JT94	MIP.1.beta	64.27	Plasma
JI14	MIP.1.beta	35.95	Plasma
JJ55	MIP.1.beta	18.05	Plasma
CK62	MIP.1.beta	1.35676479963441	Plasma
DD23	MIP.1.beta	29.49	Plasma
EF54	MIP.1.beta	1.70112617083157	Plasma
DF53	MIP.1.beta	11.85	Plasma
CM82	MIP.1.beta	37.39	Plasma
CR98	MIP.1.beta	20	Plasma
DB57	MIP.1.beta	23.69	Plasma
CE15	MIP.1.beta	12.69	Plasma
DB59	MIP.1.beta	197.32	Plasma
IK28	MIP.1.beta	8.63	Plasma
EB25	MIP.1.beta	39.76	Plasma
EA49	MIP.1.beta	26.48	Plasma
EC72	MIP.1.beta	1.99	Plasma
M148.d0	MIP.1.beta	42.62	Plasma
P081.d0	MIP.1.beta	25.15	Plasma
M148.d31	MIP.1.beta	124.63	Plasma
P081.d31	MIP.1.beta	34.28	Plasma
AH74.d48	MIP.1.beta	1.67714326683366	Plasma
DI57.d48	MIP.1.beta	1.9441341617435	Plasma
T657.d48	MIP.1.beta	7.54	Plasma
P519.d48	MIP.1.beta	31.78	Plasma
AH74.d0	MIP.1.beta	7.38	Plasma
DI57.d0	MIP.1.beta	20.71	Plasma
T657.d0	MIP.1.beta	63.03	Plasma
P519.d0	MIP.1.beta	0.212100297189145	Plasma
IA66.d0	SDF.1.alpha	164.2	Plasma
KF35.d0	SDF.1.alpha	115.41	Plasma
KG04.d0	SDF.1.alpha	178.73	Plasma
KG56.d0	SDF.1.alpha	172.85	Plasma
KT85.d0	SDF.1.alpha	149.87	Plasma
KV82.d0	SDF.1.alpha	158.2	Plasma
IA66.d35	SDF.1.alpha	265.64	Plasma
KF35.d35	SDF.1.alpha	118.88	Plasma
KG04.d35	SDF.1.alpha	294.32	Plasma
KG56.d35	SDF.1.alpha	205.19	Plasma
KT85.d35	SDF.1.alpha	233.12	Plasma
KV82.d35	SDF.1.alpha	161.51	Plasma
IA66.d125	SDF.1.alpha	47.23	Plasma
KF35.d97	SDF.1.alpha	53.4	Plasma
KG04.d125	SDF.1.alpha	86.88	Plasma
KG56.d125	SDF.1.alpha	120.77	Plasma
KT85.d125	SDF.1.alpha	108.81	Plasma
KV82.d125	SDF.1.alpha	112.17	Plasma
IA66.10.mos	SDF.1.alpha	112.76	Plasma
KF35.10.mos	SDF.1.alpha	45.28	Plasma
KG04.10.mos	SDF.1.alpha	107.85	Plasma
KG56.10.mos	SDF.1.alpha	113.46	Plasma
KT85.10.mos	SDF.1.alpha	84.06	Plasma
KV82.10.mos	SDF.1.alpha	119.05	Plasma
MRN	SDF.1.alpha	174.03	Plasma
M87	SDF.1.alpha	137.75	Plasma
DF59	SDF.1.alpha	170.4	Plasma
DERX	SDF.1.alpha	139.82	Plasma
JAL	SDF.1.alpha	185.39	Plasma
ZF36	SDF.1.alpha	247.92	Plasma
M1522	SDF.1.alpha	222.17	Plasma
A6V084	SDF.1.alpha	138.44	Plasma
MA5	SDF.1.alpha	137.06	Plasma
MLB	SDF.1.alpha	351.94	Plasma
DECG	SDF.1.alpha	189.48	Plasma
M1520	SDF.1.alpha	158.56	Plasma
ZE88	SDF.1.alpha	228.32	Plasma
DF11	SDF.1.alpha	235.37	Plasma
M47	SDF.1.alpha	291.06	Plasma
X35	SDF.1.alpha	150.31	Plasma
R32	SDF.1.alpha	233.76	Plasma
T19	SDF.1.alpha	89.89	Plasma
PH0692	SDF.1.alpha	143.25	Plasma
Animal.99R1458	SDF.1.alpha	147.15	Plasma
Animal.98P009	SDF.1.alpha	69.59	Plasma
Animal.1087	SDF.1.alpha	137.44	Plasma
M1418	SDF.1.alpha	83.33	Plasma
RQ6713	SDF.1.alpha	199.46	Plasma
RQ6687	SDF.1.alpha	113.64	Plasma
T75	SDF.1.alpha	42.58	Plasma
X19	SDF.1.alpha	136.6	Plasma
T51	SDF.1.alpha	13.22	Plasma
IA66.7.mos	SDF.1.alpha	102.2	Plasma
KF35.7.mos	SDF.1.alpha	82.6	Plasma
KG04.7.mos	SDF.1.alpha	102.44	Plasma
KG56.7.mos	SDF.1.alpha	133.84	Plasma
KT85.7.mos	SDF.1.alpha	134.07	Plasma
JL80	SDF.1.alpha	123.15	Plasma
JT67	SDF.1.alpha	103	Plasma
KB32	SDF.1.alpha	74.25	Plasma
KC93	SDF.1.alpha	130.25	Plasma
KF04	SDF.1.alpha	20.91	Plasma
KI63	SDF.1.alpha	45.36	Plasma
KA87	SDF.1.alpha	351.19	Plasma
KC07	SDF.1.alpha	206.86	Plasma
JF27	SDF.1.alpha	119.09	Plasma
JF82	SDF.1.alpha	95.2	Plasma
JM03	SDF.1.alpha	123.66	Plasma
JN22	SDF.1.alpha	110.8	Plasma
JP70	SDF.1.alpha	223.66	Plasma
JT22	SDF.1.alpha	189.45	Plasma
JT94	SDF.1.alpha	167.01	Plasma
JI14	SDF.1.alpha	72.02	Plasma
JJ55	SDF.1.alpha	14.1	Plasma
CK62	SDF.1.alpha	1.37799300714959	Plasma
DD23	SDF.1.alpha	78.52	Plasma
EF54	SDF.1.alpha	46.59	Plasma
DF53	SDF.1.alpha	17.72	Plasma
CM82	SDF.1.alpha	94.52	Plasma
CR98	SDF.1.alpha	92.65	Plasma
DB57	SDF.1.alpha	58.94	Plasma
CE15	SDF.1.alpha	19.98	Plasma
DB59	SDF.1.alpha	1648.42	Plasma
IK28	SDF.1.alpha	81.59	Plasma
EB25	SDF.1.alpha	95.88	Plasma
EA49	SDF.1.alpha	70.13	Plasma
EC72	SDF.1.alpha	27.17	Plasma
M148.d0	SDF.1.alpha	87.55	Plasma
P081.d0	SDF.1.alpha	57.04	Plasma
M148.d31	SDF.1.alpha	281.07	Plasma
P081.d31	SDF.1.alpha	85.29	Plasma
AH74.d48	SDF.1.alpha	6.53	Plasma
DI57.d48	SDF.1.alpha	77.32	Plasma
T657.d48	SDF.1.alpha	0.510429882001945	Plasma
P519.d48	SDF.1.alpha	106.39	Plasma
AH74.d0	SDF.1.alpha	22.58	Plasma
DI57.d0	SDF.1.alpha	84.66	Plasma
T657.d0	SDF.1.alpha	178.9	Plasma
P519.d0	SDF.1.alpha	2.17	Plasma
IA66.d0	G.CSF	11.78	Plasma
KF35.d0	G.CSF	20.62	Plasma
KG04.d0	G.CSF	13.75	Plasma
KG56.d0	G.CSF	11.78	Plasma
KT85.d0	G.CSF	5.69	Plasma
KV82.d0	G.CSF	4.61	Plasma
IA66.d35	G.CSF	22.28	Plasma
KF35.d35	G.CSF	43.14	Plasma
KG04.d35	G.CSF	23.05	Plasma
KG56.d35	G.CSF	26.7	Plasma
KT85.d35	G.CSF	37.66	Plasma
KV82.d35	G.CSF	14.2	Plasma
IA66.d125	G.CSF	27.74	Plasma
KF35.d97	G.CSF	50.14	Plasma
KG04.d125	G.CSF	34.92	Plasma
KG56.d125	G.CSF	22.67	Plasma
KT85.d125	G.CSF	20.31	Plasma
KV82.d125	G.CSF	16.95	Plasma
IA66.10.mos	G.CSF	47.3	Plasma
KF35.10.mos	G.CSF	59.69	Plasma
KG04.10.mos	G.CSF	73.86	Plasma
KG56.10.mos	G.CSF	72.73	Plasma
KT85.10.mos	G.CSF	59.38	Plasma
KV82.10.mos	G.CSF	14.28	Plasma
MRN	G.CSF	29.92	Plasma
M87	G.CSF	66.94	Plasma
DF59	G.CSF	13.07	Plasma
DERX	G.CSF	25.99	Plasma
JAL	G.CSF	31.6	Plasma
ZF36	G.CSF	155.22	Plasma
M1522	G.CSF	26.44	Plasma
A6V084	G.CSF	50.02	Plasma
MA5	G.CSF	57.5	Plasma
MLB	G.CSF	217.81	Plasma
DECG	G.CSF	9.77	Plasma
M1520	G.CSF	30.76	Plasma
ZE88	G.CSF	70.44	Plasma
DF11	G.CSF	19.77	Plasma
M47	G.CSF	147.26	Plasma
X35	G.CSF	14.2	Plasma
R32	G.CSF	100.27	Plasma
T19	G.CSF	7.61	Plasma
PH0692	G.CSF	7.61	Plasma
Animal.99R1458	G.CSF	14.87	Plasma
Animal.98P009	G.CSF	26.34	Plasma
Animal.1087	G.CSF	7.61	Plasma
M1418	G.CSF	19.77	Plasma
RQ6713	G.CSF	14.28	Plasma
RQ6687	G.CSF	12.2	Plasma
T75	G.CSF	8.81	Plasma
X19	G.CSF	25.54	Plasma
T51	G.CSF	1.05446202427744	Plasma
IA66.7.mos	G.CSF	16.57	Plasma
KF35.7.mos	G.CSF	30.35	Plasma
KG04.7.mos	G.CSF	16.57	Plasma
KG56.7.mos	G.CSF	18.73	Plasma
KT85.7.mos	G.CSF	24.16	Plasma
JL80	G.CSF	12.29	Plasma
JT67	G.CSF	7.59	Plasma
KB32	G.CSF	23.79	Plasma
KC93	G.CSF	16.19	Plasma
KF04	G.CSF	22.18	Plasma
KI63	G.CSF	11.91	Plasma
KA87	G.CSF	11.91	Plasma
KC07	G.CSF	0.802092980750946	Plasma
JF27	G.CSF	1.71	Plasma
JF82	G.CSF	0.762324087479503	Plasma
JM03	G.CSF	0.608542289110894	Plasma
JN22	G.CSF	1.19598738732601	Plasma
JP70	G.CSF	0.246443409732197	Plasma
JT22	G.CSF	11.14	Plasma
JT94	G.CSF	48.95	Plasma
JI14	G.CSF	9.74	Plasma
JJ55	G.CSF	15.34	Plasma
CK62	G.CSF	10.35	Plasma
DD23	G.CSF	15.51	Plasma
EF54	G.CSF	1.068566503097	Plasma
DF53	G.CSF	28.14	Plasma
CM82	G.CSF	11.14	Plasma
CR98	G.CSF	8.69	Plasma
DB57	G.CSF	17.35	Plasma
CE15	G.CSF	17.51	Plasma
DB59	G.CSF	29.49	Plasma
IK28	G.CSF	4.34	Plasma
EB25	G.CSF	1.28	Plasma
EA49	G.CSF	4.89	Plasma
EC72	G.CSF	17.67	Plasma
M148.d0	G.CSF	9.54	Plasma
P081.d0	G.CSF	12.29	Plasma
M148.d31	G.CSF	86.94	Plasma
P081.d31	G.CSF	28.07	Plasma
AH74.d48	G.CSF	17.51	Plasma
DI57.d48	G.CSF	28.95	Plasma
T657.d48	G.CSF	30.28	Plasma
P519.d48	G.CSF	13.4	Plasma
AH74.d0	G.CSF	11.34	Plasma
DI57.d0	G.CSF	34.15	Plasma
T657.d0	G.CSF	5.42	Plasma
P519.d0	G.CSF	9.95	Plasma
IA66.d0	IL.1RA	166.13	Plasma
KF35.d0	IL.1RA	163.21	Plasma
KG04.d0	IL.1RA	75.12	Plasma
KG56.d0	IL.1RA	49.7	Plasma
KT85.d0	IL.1RA	25.13	Plasma
KV82.d0	IL.1RA	33.77	Plasma
IA66.d35	IL.1RA	203.05	Plasma
KF35.d35	IL.1RA	212.4	Plasma
KG04.d35	IL.1RA	213.94	Plasma
KG56.d35	IL.1RA	233.73	Plasma
KT85.d35	IL.1RA	6.266289546423	Plasma
KV82.d35	IL.1RA	207.74	Plasma
IA66.d125	IL.1RA	103.15	Plasma
KF35.d97	IL.1RA	269	Plasma
KG04.d125	IL.1RA	72.3	Plasma
KG56.d125	IL.1RA	13.95	Plasma
KT85.d125	IL.1RA	13.95	Plasma
KV82.d125	IL.1RA	41.39	Plasma
IA66.10.mos	IL.1RA	109.87	Plasma
KF35.10.mos	IL.1RA	181.18	Plasma
KG04.10.mos	IL.1RA	86.97	Plasma
KG56.10.mos	IL.1RA	16.5	Plasma
KT85.10.mos	IL.1RA	134.72	Plasma
KV82.10.mos	IL.1RA	2.34045631151058	Plasma
MRN	IL.1RA	144.19	Plasma
M87	IL.1RA	267.52	Plasma
DF59	IL.1RA	28.52	Plasma
DERX	IL.1RA	146.53	Plasma
JAL	IL.1RA	125	Plasma
ZF36	IL.1RA	738.61	Plasma
M1522	IL.1RA	88.38	Plasma
A6V084	IL.1RA	197.12	Plasma
