SampleID	Cytokine	value	region
KG04.d125	IL.17A	0.0769584622607787	Plasma
KG56.d125	IL.17A	0.0547305129267633	Plasma
KT85.d125	IL.17A	0.96	Plasma
KV82.d125	IL.17A	0.0114182265740207	Plasma
IA66.10.mos	IL.17A	3.25	Plasma
KF35.10.mos	IL.17A	10.32	Plasma
KG04.10.mos	IL.17A	7.27	Plasma
KG56.10.mos	IL.17A	2.66	Plasma
KT85.10.mos	IL.17A	8.66	Plasma
KV82.10.mos	IL.17A	0.00332046627441316	Plasma
MRN	IL.17A	9.22	Plasma
M87	IL.17A	10.32	Plasma
DF59	IL.17A	0.121502866851882	Plasma
DERX	IL.17A	5.43	Plasma
JAL	IL.17A	2.06	Plasma
ZF36	IL.17A	56.57	Plasma
M1522	IL.17A	48.33	Plasma
A6V084	IL.17A	71.76	Plasma
MA5	IL.17A	11.14	Plasma
MLB	IL.17A	85.07	Plasma
DECG	IL.17A	0.0429772284978395	Plasma
M1520	IL.17A	14.4	Plasma
ZE88	IL.17A	18.41	Plasma
DF11	IL.17A	1.6	Plasma
M47	IL.17A	43.54	Plasma
X35	IL.17A	0.0446444077649514	Plasma
R32	IL.17A	30.08	Plasma
T19	IL.17A	0.00369480490993621	Plasma
PH0692	IL.17A	0.0257770160093052	Plasma
Animal.99R1458	IL.17A	0.00314289887315245	Plasma
Animal.98P009	IL.17A	2.62	Plasma
Animal.1087	IL.17A	0.00617823721960775	Plasma
M1418	IL.17A	0.079303627276507	Plasma
RQ6713	IL.17A	0.0450475009722338	Plasma
RQ6687	IL.17A	0.0213126410072084	Plasma
T75	IL.17A	8.52	Plasma
X19	IL.17A	0.0571376360869885	Plasma
T51	IL.17A	1.95	Plasma
IA66.7.mos	IL.17A	0.0552886893198106	Plasma
KF35.7.mos	IL.17A	0.0721633749849599	Plasma
KG04.7.mos	IL.17A	0.0258464758380876	Plasma
KG56.7.mos	IL.17A	0.0666769989910099	Plasma
KT85.7.mos	IL.17A	4.13	Plasma
JL80	IL.17A	0.0201918713162386	Plasma
JT67	IL.17A	1.61	Plasma
KB32	IL.17A	7.1	Plasma
KC93	IL.17A	6.05	Plasma
KF04	IL.17A	8.87	Plasma
KI63	IL.17A	6.13	Plasma
KA87	IL.17A	0.135531671890068	Plasma
KC07	IL.17A	0.000141613575846485	Plasma
JF27	IL.17A	0.0243263865071999	Plasma
JF82	IL.17A	0.000288232747104142	Plasma
JM03	IL.17A	0.000236461514804227	Plasma
JN22	IL.17A	0.0469290036852573	Plasma
JP70	IL.17A	0.000159708365890267	Plasma
JT22	IL.17A	0.0543066394716287	Plasma
JT94	IL.17A	28.68	Plasma
JI14	IL.17A	0.72	Plasma
JJ55	IL.17A	2.82	Plasma
CK62	IL.17A	0.0437393168080396	Plasma
DD23	IL.17A	9.11	Plasma
EF54	IL.17A	0.000154061490824163	Plasma
DF53	IL.17A	12.67	Plasma
CM82	IL.17A	2.17	Plasma
CR98	IL.17A	3.95	Plasma
DB57	IL.17A	6.05	Plasma
CE15	IL.17A	4.67	Plasma
DB59	IL.17A	10.57	Plasma
IK28	IL.17A	0.130029947451887	Plasma
EB25	IL.17A	0.15	Plasma
EA49	IL.17A	0.0781145564577343	Plasma
EC72	IL.17A	4.11	Plasma
M148.d0	IL.17A	1.69	Plasma
P081.d0	IL.17A	2.01	Plasma
M148.d31	IL.17A	90.67	Plasma
P081.d31	IL.17A	14.78	Plasma
AH74.d48	IL.17A	5.24	Plasma
DI57.d48	IL.17A	0.72	Plasma
T657.d48	IL.17A	10.25	Plasma
P519.d48	IL.17A	6.53	Plasma
AH74.d0	IL.17A	0.8	Plasma
DI57.d0	IL.17A	0.136872065873916	Plasma
T657.d0	IL.17A	2.57	Plasma
P519.d0	IL.17A	1.36	Plasma
IA66.d0	IL.18	0.161904073788833	Plasma
KF35.d0	IL.18	0.129368622680855	Plasma
KG04.d0	IL.18	0.0279739742874292	Plasma
KG56.d0	IL.18	0.0372048045600506	Plasma
KT85.d0	IL.18	0.00277757613187449	Plasma
KV82.d0	IL.18	0.00609811163084829	Plasma
IA66.d35	IL.18	6.25	Plasma
KF35.d35	IL.18	7.28	Plasma
KG04.d35	IL.18	8.47	Plasma
KG56.d35	IL.18	4.18	Plasma
KT85.d35	IL.18	6.07	Plasma
KV82.d35	IL.18	6.34	Plasma
IA66.d125	IL.18	4.31	Plasma
KF35.d97	IL.18	7.19	Plasma
KG04.d125	IL.18	2.66	Plasma
KG56.d125	IL.18	3.49	Plasma
KT85.d125	IL.18	3.63	Plasma
KV82.d125	IL.18	0.89	Plasma
IA66.10.mos	IL.18	7.12	Plasma
KF35.10.mos	IL.18	8.37	Plasma
KG04.10.mos	IL.18	4.31	Plasma
KG56.10.mos	IL.18	5.26	Plasma
KT85.10.mos	IL.18	6.39	Plasma
KV82.10.mos	IL.18	2.58	Plasma
MRN	IL.18	8.46	Plasma
M87	IL.18	10.75	Plasma
DF59	IL.18	3.02	Plasma
DERX	IL.18	9.28	Plasma
JAL	IL.18	7.47	Plasma
ZF36	IL.18	28.87	Plasma
M1522	IL.18	23.33	Plasma
A6V084	IL.18	37.02	Plasma
MA5	IL.18	9.06	Plasma
MLB	IL.18	32.51	Plasma
DECG	IL.18	3.1	Plasma
M1520	IL.18	6.95	Plasma
ZE88	IL.18	9.45	Plasma
DF11	IL.18	4.7	Plasma
M47	IL.18	23.1	Plasma
X35	IL.18	0.18	Plasma
R32	IL.18	16.51	Plasma
T19	IL.18	2.37	Plasma
PH0692	IL.18	1.33	Plasma
Animal.99R1458	IL.18	3.45	Plasma
Animal.98P009	IL.18	4.36	Plasma
Animal.1087	IL.18	1.33	Plasma
M1418	IL.18	4.05	Plasma
RQ6713	IL.18	4.14	Plasma
RQ6687	IL.18	1.33	Plasma
T75	IL.18	3.3	Plasma
X19	IL.18	3.54	Plasma
T51	IL.18	0.108230854087189	Plasma
IA66.7.mos	IL.18	6.04	Plasma
KF35.7.mos	IL.18	4.57	Plasma
KG04.7.mos	IL.18	2.84	Plasma
KG56.7.mos	IL.18	4.23	Plasma
KT85.7.mos	IL.18	5.87	Plasma
JL80	IL.18	9.57	Plasma
JT67	IL.18	0.0210941881781908	Plasma
KB32	IL.18	0.0621311804077535	Plasma
KC93	IL.18	0.150338950606855	Plasma
KF04	IL.18	0.139467184607698	Plasma
KI63	IL.18	0.0326426999434653	Plasma
KA87	IL.18	0.144708444014278	Plasma
KC07	IL.18	0.00956884371294749	Plasma
JF27	IL.18	0.0169336668686409	Plasma
JF82	IL.18	0.00240939273075725	Plasma
JM03	IL.18	0.000933276492999002	Plasma
JN22	IL.18	0.00290826125888375	Plasma
JP70	IL.18	0.000329731542619648	Plasma
JT22	IL.18	0.169761300873656	Plasma
JT94	IL.18	5.18	Plasma
JI14	IL.18	0.117880812676441	Plasma
JJ55	IL.18	0.0205510189465308	Plasma
CK62	IL.18	0.0906905689335829	Plasma
DD23	IL.18	0.069258872652173	Plasma
EF54	IL.18	0.00164177759984753	Plasma
DF53	IL.18	0.0745451684728623	Plasma
CM82	IL.18	0.0454632969192433	Plasma
CR98	IL.18	0.0436141922907232	Plasma
DB57	IL.18	0.0388753347099977	Plasma
CE15	IL.18	0.0509938580272139	Plasma
DB59	IL.18	0.1634609671	Plasma
IK28	IL.18	0.0319624960641241	Plasma
EB25	IL.18	0.00445153598377174	Plasma
EA49	IL.18	0.0130458206601624	Plasma
EC72	IL.18	0.146537001532174	Plasma
M148.d0	IL.18	0.0663272979086308	Plasma
P081.d0	IL.18	0.151350287033729	Plasma
M148.d31	IL.18	62.35	Plasma
P081.d31	IL.18	4.83	Plasma
AH74.d48	IL.18	0.0331998624502274	Plasma
DI57.d48	IL.18	21.02	Plasma
T657.d48	IL.18	0.155413822906401	Plasma
P519.d48	IL.18	0.0654462261734181	Plasma
AH74.d0	IL.18	0.0342771406673837	Plasma
DI57.d0	IL.18	28.99	Plasma
T657.d0	IL.18	0.00580293040220199	Plasma
P519.d0	IL.18	0.116761392494808	Plasma
IA66.d0	IL.2	0.11	Plasma
KF35.d0	IL.2	0.0538070949666963	Plasma
KG04.d0	IL.2	0.0037733226099495	Plasma
KG56.d0	IL.2	0.0110200957317268	Plasma
KT85.d0	IL.2	0.000476475015682728	Plasma
KV82.d0	IL.2	0.000466723037450024	Plasma
IA66.d35	IL.2	1.11	Plasma
KF35.d35	IL.2	1.23	Plasma
KG04.d35	IL.2	0.0677069909350046	Plasma
KG56.d35	IL.2	0.07	Plasma
KT85.d35	IL.2	0.0382676496882694	Plasma
KV82.d35	IL.2	0.0376048077994352	Plasma
IA66.d125	IL.2	0.61	Plasma
KF35.d97	IL.2	1.23	Plasma
KG04.d125	IL.2	0.00302653694594771	Plasma
KG56.d125	IL.2	0.0295188198548967	Plasma
KT85.d125	IL.2	0.00394533881343674	Plasma
KV82.d125	IL.2	0.00189429259967118	Plasma
IA66.10.mos	IL.2	2.85	Plasma
KF35.10.mos	IL.2	0.96	Plasma
KG04.10.mos	IL.2	0.0303572272730319	Plasma
KG56.10.mos	IL.2	0.011457578436489	Plasma
KT85.10.mos	IL.2	0.0601062985143635	Plasma
KV82.10.mos	IL.2	0.00362525116970021	Plasma
MRN	IL.2	0.86	Plasma
M87	IL.2	2.27	Plasma
DF59	IL.2	0.0044750307178784	Plasma
DERX	IL.2	6.21	Plasma
JAL	IL.2	0.41	Plasma
ZF36	IL.2	9.51000000000001	Plasma
M1522	IL.2	2.96	Plasma
A6V084	IL.2	2.42	Plasma
MA5	IL.2	1.27	Plasma
MLB	IL.2	15.64	Plasma
DECG	IL.2	0.00601474699913059	Plasma
M1520	IL.2	0.61	Plasma
ZE88	IL.2	2.84	Plasma
DF11	IL.2	0.0387296835999918	Plasma
M47	IL.2	9.04	Plasma
X35	IL.2	0.000340153250697226	Plasma
R32	IL.2	6.04	Plasma
T19	IL.2	4.52540430772842e-05	Plasma
PH0692	IL.2	0.00398546903436789	Plasma
Animal.99R1458	IL.2	0.00582930372185046	Plasma
Animal.98P009	IL.2	0.16	Plasma
Animal.1087	IL.2	0.00195892076291337	Plasma
M1418	IL.2	0.000734044529010792	Plasma
RQ6713	IL.2	0.0123571039163151	Plasma
RQ6687	IL.2	0.019679155743451	Plasma
T75	IL.2	42.18	Plasma
X19	IL.2	0.0289565370335819	Plasma
T51	IL.2	30.98	Plasma
IA66.7.mos	IL.2	0.8	Plasma
KF35.7.mos	IL.2	0.0324093933209002	Plasma
KG04.7.mos	IL.2	0.0202282751420402	Plasma
KG56.7.mos	IL.2	0.000543092184884181	Plasma
KT85.7.mos	IL.2	0.0655318452785154	Plasma
JL80	IL.2	2.02	Plasma
JT67	IL.2	0.0219667611831013	Plasma
KB32	IL.2	0.36	Plasma
KC93	IL.2	1.62	Plasma
KF04	IL.2	1.12	Plasma
KI63	IL.2	0.0528884776401449	Plasma
KA87	IL.2	1.38	Plasma
KC07	IL.2	0.00124006751150704	Plasma
JF27	IL.2	0.0152452021369031	Plasma
JF82	IL.2	0.00151537142874381	Plasma
JM03	IL.2	0.000605747614684883	Plasma
JN22	IL.2	0.00138521576079016	Plasma
JP70	IL.2	0.000224482355265508	Plasma
JT22	IL.2	3.23	Plasma
JT94	IL.2	4.48	Plasma
JI14	IL.2	0.0482615484515199	Plasma
JJ55	IL.2	0.045267721616216	Plasma
CK62	IL.2	0.1	Plasma
DD23	IL.2	0.14	Plasma
EF54	IL.2	0.000619625414307327	Plasma
DF53	IL.2	1.14	Plasma
CM82	IL.2	0.0324042592867641	Plasma
CR98	IL.2	0.044704102967264	Plasma
DB57	IL.2	0.1	Plasma
CE15	IL.2	0.0180584653026811	Plasma
DB59	IL.2	1.48	Plasma
IK28	IL.2	0.0162642729548646	Plasma
EB25	IL.2	0.00598658437248371	Plasma
EA49	IL.2	0.000235115399433926	Plasma
EC72	IL.2	0.22	Plasma
M148.d0	IL.2	0.0247254703222436	Plasma
P081.d0	IL.2	2.22	Plasma
M148.d31	IL.2	18	Plasma
P081.d31	IL.2	5.15	Plasma
AH74.d48	IL.2	0.0474842666312678	Plasma
DI57.d48	IL.2	2.82	Plasma
T657.d48	IL.2	2.43	Plasma
P519.d48	IL.2	0.0430095724410883	Plasma
AH74.d0	IL.2	0.0279777386462603	Plasma
DI57.d0	IL.2	3.5	Plasma
T657.d0	IL.2	0.00170884712836377	Plasma
P519.d0	IL.2	0.0580246178211092	Plasma
IA66.d0	IL.23	3.02	Plasma
KF35.d0	IL.23	15.43	Plasma
KG04.d0	IL.23	49.41	Plasma
KG56.d0	IL.23	6.12	Plasma
KT85.d0	IL.23	3.19	Plasma
KV82.d0	IL.23	0.113328990549934	Plasma
IA66.d35	IL.23	21.2	Plasma
KF35.d35	IL.23	40.37	Plasma
KG04.d35	IL.23	13.34	Plasma
KG56.d35	IL.23	2.83	Plasma
KT85.d35	IL.23	24.46	Plasma
KV82.d35	IL.23	0.197669492889022	Plasma
IA66.d125	IL.23	6.47	Plasma
KF35.d97	IL.23	21.38	Plasma
KG04.d125	IL.23	18.28	Plasma
KG56.d125	IL.23	17.92	Plasma
KT85.d125	IL.23	12.61	Plasma
KV82.d125	IL.23	0.0452916500569963	Plasma
IA66.10.mos	IL.23	22.06	Plasma
KF35.10.mos	IL.23	39.86	Plasma
KG04.10.mos	IL.23	45.98	Plasma
KG56.10.mos	IL.23	40.65	Plasma
KT85.10.mos	IL.23	22.69	Plasma
KV82.10.mos	IL.23	10.9	Plasma
MRN	IL.23	58.29	Plasma
M87	IL.23	64.01	Plasma
DF59	IL.23	55.6	Plasma
DERX	IL.23	63.21	Plasma
JAL	IL.23	55.76	Plasma
ZF36	IL.23	118.64	Plasma
M1522	IL.23	124.14	Plasma
A6V084	IL.23	541.02	Plasma
MA5	IL.23	40.33	Plasma
MLB	IL.23	146.34	Plasma
DECG	IL.23	5.4	Plasma
M1520	IL.23	40.65	Plasma
ZE88	IL.23	74.72	Plasma
DF11	IL.23	18.78	Plasma
M47	IL.23	79.81	Plasma
X35	IL.23	47.95	Plasma
R32	IL.23	29.53	Plasma
T19	IL.23	0.102464016986729	Plasma
PH0692	IL.23	5.33	Plasma
Animal.99R1458	IL.23	10.1	Plasma
Animal.98P009	IL.23	55.36	Plasma
Animal.1087	IL.23	0.0646182537230279	Plasma
M1418	IL.23	18.15	Plasma
RQ6713	IL.23	20.5	Plasma
RQ6687	IL.23	0.035226123901062	Plasma
T75	IL.23	15.28	Plasma
X19	IL.23	51.02	Plasma
T51	IL.23	4.92	Plasma
IA66.7.mos	IL.23	34.55	Plasma
KF35.7.mos	IL.23	20.66	Plasma
KG04.7.mos	IL.23	13.12	Plasma
KG56.7.mos	IL.23	30.33	Plasma
KT85.7.mos	IL.23	26.27	Plasma
JL80	IL.23	0.21732099898138	Plasma
JT67	IL.23	3.46	Plasma
KB32	IL.23	10.32	Plasma
KC93	IL.23	70.08	Plasma
KF04	IL.23	6.35	Plasma
KI63	IL.23	14.48	Plasma
KA87	IL.23	19.46	Plasma
KC07	IL.23	0.0455146025166034	Plasma
JF27	IL.23	0.0280740195315668	Plasma
JF82	IL.23	0.0215854475105798	Plasma
JM03	IL.23	0.00209697072838523	Plasma
JN22	IL.23	9.72	Plasma
JP70	IL.23	0.0165398971724096	Plasma
JT22	IL.23	0.26077839131932	Plasma
JT94	IL.23	20.24	Plasma
JI14	IL.23	0.27212425940501	Plasma
JJ55	IL.23	0.19019709982768	Plasma
CK62	IL.23	0.183404014067141	Plasma
DD23	IL.23	27.24	Plasma
EF54	IL.23	0.0974459537718556	Plasma
DF53	IL.23	13.59	Plasma
CM82	IL.23	4.55	Plasma
CR98	IL.23	15.36	Plasma
DB57	IL.23	19.85	Plasma
CE15	IL.23	8.2	Plasma
DB59	IL.23	16.83	Plasma
IK28	IL.23	3.68	Plasma
EB25	IL.23	0.266870100213806	Plasma
EA49	IL.23	16.73	Plasma
EC72	IL.23	14.97	Plasma
M148.d0	IL.23	0.31	Plasma
P081.d0	IL.23	3.12	Plasma
M148.d31	IL.23	142.81	Plasma
P081.d31	IL.23	18.27	Plasma
AH74.d48	IL.23	23.45	Plasma
DI57.d48	IL.23	10.22	Plasma
T657.d48	IL.23	20.15	Plasma
P519.d48	IL.23	28.8	Plasma
AH74.d0	IL.23	4.66	Plasma
DI57.d0	IL.23	21.02	Plasma
T657.d0	IL.23	23.45	Plasma
P519.d0	IL.23	4.66	Plasma
IA66.d0	IL.4	5.81	Plasma
KF35.d0	IL.4	6.92	Plasma
KG04.d0	IL.4	2.09	Plasma
KG56.d0	IL.4	3.92	Plasma
KT85.d0	IL.4	2.36	Plasma
KV82.d0	IL.4	1.52	Plasma
IA66.d35	IL.4	3.47	Plasma
KF35.d35	IL.4	10.47	Plasma
KG04.d35	IL.4	3.99	Plasma
KG56.d35	IL.4	3.29	Plasma
KT85.d35	IL.4	4.07	Plasma
KV82.d35	IL.4	3.47	Plasma
IA66.d125	IL.4	5.08	Plasma
KF35.d97	IL.4	10.98	Plasma
KG04.d125	IL.4	2.18	Plasma
KG56.d125	IL.4	2.75	Plasma
KT85.d125	IL.4	2.56	Plasma
KV82.d125	IL.4	1.99	Plasma
IA66.10.mos	IL.4	6.81	Plasma
KF35.10.mos	IL.4	9.63	Plasma
KG04.10.mos	IL.4	3.11	Plasma
KG56.10.mos	IL.4	3.19	Plasma
KT85.10.mos	IL.4	5.36	Plasma
KV82.10.mos	IL.4	1.06	Plasma
MRN	IL.4	7.37	Plasma
M87	IL.4	11.15	Plasma
DF59	IL.4	2.44	Plasma
DERX	IL.4	5.8	Plasma
JAL	IL.4	6.38	Plasma
ZF36	IL.4	27.95	Plasma
M1522	IL.4	15.24	Plasma
A6V084	IL.4	13.34	Plasma
MA5	IL.4	9.16	Plasma
MLB	IL.4	41.56	Plasma
DECG	IL.4	2.18	Plasma
M1520	IL.4	12.19	Plasma
ZE88	IL.4	12.19	Plasma
DF11	IL.4	3.83	Plasma
M47	IL.4	37.89	Plasma
X35	IL.4	1.59	Plasma
R32	IL.4	25.58	Plasma
T19	IL.4	1.17	Plasma
PH0692	IL.4	2.18	Plasma
Animal.99R1458	IL.4	1.64	Plasma
Animal.98P009	IL.4	4.83	Plasma
Animal.1087	IL.4	2.75	Plasma
M1418	IL.4	1.83	Plasma
RQ6713	IL.4	2.18	Plasma
RQ6687	IL.4	5	Plasma
T75	IL.4	8.88	Plasma
X19	IL.4	4.45	Plasma
T51	IL.4	3.9	Plasma
IA66.7.mos	IL.4	3.11	Plasma
KF35.7.mos	IL.4	4.15	Plasma
KG04.7.mos	IL.4	1.26	Plasma
KG56.7.mos	IL.4	0.4	Plasma
KT85.7.mos	IL.4	3.03	Plasma
JL80	IL.4	13.06	Plasma
JT67	IL.4	4.47	Plasma
KB32	IL.4	10.06	Plasma
KC93	IL.4	5.63	Plasma
KF04	IL.4	9.76	Plasma
KI63	IL.4	6.35	Plasma
KA87	IL.4	5.38	Plasma
KC07	IL.4	0.179553600039312	Plasma
JF27	IL.4	3.25	Plasma
JF82	IL.4	0.71	Plasma
JM03	IL.4	1.15	Plasma
JN22	IL.4	2.15	Plasma
JP70	IL.4	0.2	Plasma
JT22	IL.4	6.11	Plasma
JT94	IL.4	25.56	Plasma
JI14	IL.4	5.05	Plasma
JJ55	IL.4	5.13	Plasma
CK62	IL.4	6.11	Plasma
DD23	IL.4	5.3	Plasma
EF54	IL.4	0.71	Plasma
DF53	IL.4	12.34	Plasma
CM82	IL.4	10.87	Plasma
CR98	IL.4	24.03	Plasma
DB57	IL.4	7.07	Plasma
CE15	IL.4	7.69	Plasma
DB59	IL.4	15.13	Plasma
IK28	IL.4	3.25	Plasma
EB25	IL.4	2.89	Plasma
EA49	IL.4	2.43	Plasma
EC72	IL.4	6.27	Plasma
M148.d0	IL.4	5.22	Plasma
P081.d0	IL.4	13.06	Plasma
M148.d31	IL.4	76.2399999999999	Plasma
P081.d31	IL.4	21.93	Plasma
AH74.d48	IL.4	6.27	Plasma
DI57.d48	IL.4	33.2	Plasma
T657.d48	IL.4	15.2	Plasma
P519.d48	IL.4	4.13	Plasma
AH74.d0	IL.4	3.95	Plasma
DI57.d0	IL.4	38.88	Plasma
T657.d0	IL.4	2.71	Plasma
P519.d0	IL.4	6.51	Plasma
IA66.d0	IL.5	0.49	Plasma
KF35.d0	IL.5	3.29	Plasma
KG04.d0	IL.5	0.0567411456700837	Plasma
KG56.d0	IL.5	0.0312055841241791	Plasma
KT85.d0	IL.5	0.0234441041269059	Plasma
KV82.d0	IL.5	0.0680599634894942	Plasma
IA66.d35	IL.5	0.0216855868954815	Plasma
KF35.d35	IL.5	10.92	Plasma
KG04.d35	IL.5	0.0464683204338774	Plasma
KG56.d35	IL.5	4.54	Plasma
KT85.d35	IL.5	0.0353531790464413	Plasma
KV82.d35	IL.5	0.073942031082277	Plasma
IA66.d125	IL.5	2.8	Plasma
KF35.d97	IL.5	18.58	Plasma
KG04.d125	IL.5	1.87	Plasma
KG56.d125	IL.5	0.0436065546863905	Plasma
KT85.d125	IL.5	0.0190835519649298	Plasma
KV82.d125	IL.5	0.0217583263191134	Plasma
IA66.10.mos	IL.5	4.64	Plasma
KF35.10.mos	IL.5	21.85	Plasma
KG04.10.mos	IL.5	3.39	Plasma
KG56.10.mos	IL.5	3.96	Plasma
KT85.10.mos	IL.5	7.31	Plasma
KV82.10.mos	IL.5	0.0120718456587491	Plasma
MRN	IL.5	17.73	Plasma
M87	IL.5	17.73	Plasma
DF59	IL.5	6.07	Plasma
DERX	IL.5	12.97	Plasma
JAL	IL.5	20.69	Plasma
ZF36	IL.5	61.48	Plasma
M1522	IL.5	3.82	Plasma
A6V084	IL.5	19.13	Plasma
MA5	IL.5	25.44	Plasma
MLB	IL.5	103.43	Plasma
DECG	IL.5	7.18	Plasma
M1520	IL.5	26.19	Plasma
ZE88	IL.5	23	Plasma
DF11	IL.5	12.54	Plasma
M47	IL.5	87.7	Plasma
X35	IL.5	1.87	Plasma
R32	IL.5	59.85	Plasma
T19	IL.5	0.85	Plasma
PH0692	IL.5	8.12	Plasma
Animal.99R1458	IL.5	4.77	Plasma
Animal.98P009	IL.5	5.77	Plasma
Animal.1087	IL.5	3.25	Plasma
M1418	IL.5	1.88	Plasma
RQ6713	IL.5	0.0233221788320049	Plasma
RQ6687	IL.5	12.09	Plasma
T75	IL.5	7.95	Plasma
X19	IL.5	6.32	Plasma
T51	IL.5	5.24	Plasma
IA66.7.mos	IL.5	0.0580532996891552	Plasma
KF35.7.mos	IL.5	1.01	Plasma
KG04.7.mos	IL.5	0.0159268665466014	Plasma
KG56.7.mos	IL.5	0.0291014346585012	Plasma
KT85.7.mos	IL.5	0.0210519358302306	Plasma
JL80	IL.5	1.41	Plasma
JT67	IL.5	2.55	Plasma
KB32	IL.5	8.09	Plasma
KC93	IL.5	3.46	Plasma
KF04	IL.5	11.94	Plasma
KI63	IL.5	3.5	Plasma
KA87	IL.5	1.46	Plasma
KC07	IL.5	0.00233758597781178	Plasma
JF27	IL.5	0.72	Plasma
JF82	IL.5	0.00327585216814022	Plasma
JM03	IL.5	0.0485685452251976	Plasma
JN22	IL.5	1.35	Plasma
JP70	IL.5	0.0138780829286283	Plasma
JT22	IL.5	3.46	Plasma
JT94	IL.5	21.39	Plasma
JI14	IL.5	1.96	Plasma
JJ55	IL.5	4.11	Plasma
CK62	IL.5	0.27	Plasma
DD23	IL.5	2.55	Plasma
EF54	IL.5	0.00430964696158544	Plasma
DF53	IL.5	10.2	Plasma
CM82	IL.5	6.95	Plasma
CR98	IL.5	7.57	Plasma
DB57	IL.5	4.06	Plasma
CE15	IL.5	7.13	Plasma
DB59	IL.5	8.79	Plasma
IK28	IL.5	0.0799999999999999	Plasma
EB25	IL.5	0.44	Plasma
EA49	IL.5	0.0232357760833905	Plasma
EC72	IL.5	4.57	Plasma
M148.d0	IL.5	2.35	Plasma
P081.d0	IL.5	2.35	Plasma
M148.d31	IL.5	44.26	Plasma
P081.d31	IL.5	15.4	Plasma
AH74.d48	IL.5	7.04	Plasma
DI57.d48	IL.5	4.62	Plasma
T657.d48	IL.5	13.78	Plasma
P519.d48	IL.5	1.04	Plasma
AH74.d0	IL.5	2.06	Plasma
DI57.d0	IL.5	2.6	Plasma
T657.d0	IL.5	0.035538491683964	Plasma
P519.d0	IL.5	2.11	Plasma
IA66.d0	IL.6	0.325764961285848	Plasma
KF35.d0	IL.6	1.99	Plasma
KG04.d0	IL.6	0.260288628462887	Plasma
KG56.d0	IL.6	0.226420344501063	Plasma
KT85.d0	IL.6	0.1734668525965	Plasma
KV82.d0	IL.6	0.0801230797528726	Plasma
IA66.d35	IL.6	0.188764717860537	Plasma
KF35.d35	IL.6	11.73	Plasma
KG04.d35	IL.6	0.0814473963406497	Plasma
KG56.d35	IL.6	1.36	Plasma
KT85.d35	IL.6	0.0962152636477134	Plasma
KV82.d35	IL.6	0.100111893533775	Plasma
IA66.d125	IL.6	0.354425884943454	Plasma
KF35.d97	IL.6	13.48	Plasma
KG04.d125	IL.6	0.32593283090454	Plasma
KG56.d125	IL.6	0.28592284544042	Plasma
KT85.d125	IL.6	0.329077517070987	Plasma
KV82.d125	IL.6	0.181890826231126	Plasma
IA66.10.mos	IL.6	3.04	Plasma
KF35.10.mos	IL.6	12.6	Plasma
KG04.10.mos	IL.6	12.45	Plasma
KG56.10.mos	IL.6	5.78	Plasma
KT85.10.mos	IL.6	9.02	Plasma
KV82.10.mos	IL.6	0.108676471100753	Plasma
MRN	IL.6	11.68	Plasma
M87	IL.6	20.52	Plasma
DF59	IL.6	0.174800287592119	Plasma
DERX	IL.6	6.11	Plasma
JAL	IL.6	5.11	Plasma
ZF36	IL.6	87.31	Plasma
M1522	IL.6	44.19	Plasma
A6V084	IL.6	79.49	Plasma
MA5	IL.6	20.96	Plasma
MLB	IL.6	124.79	Plasma
DECG	IL.6	0.32021352545852	Plasma
M1520	IL.6	12.76	Plasma
ZE88	IL.6	33.06	Plasma
DF11	IL.6	1.95	Plasma
M47	IL.6	79.46	Plasma
X35	IL.6	0.0734921448687313	Plasma
R32	IL.6	60.05	Plasma
T19	IL.6	0.297359885457548	Plasma
PH0692	IL.6	0.0996044062657947	Plasma
Animal.99R1458	IL.6	0.0938615785130729	Plasma
Animal.98P009	IL.6	4.58	Plasma
Animal.1087	IL.6	0.299046371661835	Plasma
M1418	IL.6	0.155210099284697	Plasma
RQ6713	IL.6	0.0741393615457796	Plasma
RQ6687	IL.6	0.310042682364512	Plasma
T75	IL.6	5.75	Plasma
X19	IL.6	2.32	Plasma
T51	IL.6	3.63	Plasma
IA66.7.mos	IL.6	0.184780521006272	Plasma
KF35.7.mos	IL.6	0.37	Plasma
KG04.7.mos	IL.6	0.339010800490234	Plasma
KG56.7.mos	IL.6	0.0800849613699545	Plasma
KT85.7.mos	IL.6	1.39	Plasma
JL80	IL.6	10.93	Plasma
JT67	IL.6	4.42	Plasma
KB32	IL.6	15.98	Plasma
KC93	IL.6	17.93	Plasma
KF04	IL.6	20.72	Plasma
KI63	IL.6	16.26	Plasma
KA87	IL.6	39.82	Plasma
KC07	IL.6	0.0698546344534232	Plasma
JF27	IL.6	1.83	Plasma
JF82	IL.6	2.41	Plasma
JM03	IL.6	0.37	Plasma
JN22	IL.6	3.71	Plasma
JP70	IL.6	3.13	Plasma
JT22	IL.6	16.26	Plasma
JT94	IL.6	62.87	Plasma
JI14	IL.6	8.96	Plasma
JJ55	IL.6	10.09	Plasma
CK62	IL.6	7.83	Plasma
DD23	IL.6	18.49	Plasma
EF54	IL.6	0.191857864822985	Plasma
DF53	IL.6	21.28	Plasma
CM82	IL.6	8.96	Plasma
CR98	IL.6	12.62	Plasma
DB57	IL.6	11.78	Plasma
CE15	IL.6	9.81	Plasma
DB59	IL.6	20.44	Plasma
